topic,title,content
business,China to outline fiscal policy as traders await action,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
China's finance minister will hold a briefing this weekend focused on fiscal policy, authorities said Wednesday, as investors seek further action after a recent slew of measures aimed at reversing an economic slump.
The news comes after traders on the mainland and in Hong Kong were left disappointed by a news conference Tuesday in which officials failed to unveil any new stimulus and provided scant detail on its plans for implementing the raft measures already flagged.
Lan Fo'an will use Saturday's news conference to outline ""countercyclical adjustment of fiscal policy to promote high-quality economic development"", Beijing announced.
The world's second-largest economy has struggled to regain its footing since the lifting of pandemic measures at the end of 2022.
Economists say more direct state support is needed to boost flagging consumption and achieve the government's official national growth target of about five percent for this year.
Beijing last month announced over several days its most aggressive stimulus in years, including key interest rate cuts and the easing of restrictions on homebuying.
An anticipated event Tuesday led by the head of China's National Development and Reform Commission dashed investor hopes for more measures, with Commission head Zheng Shanjie saying only that the government was ""fully confident"" of hitting its growth target.
""It is likely that they first want to see what the effect is of the previous stimulus before adding new stimulus measures,"" Teeuwe Mevissen, senior China economist at Rabobank, told AFP.
""It is well known that (President Xi Jinping) is not a big fan of generous social security and/or fiscal stimulus to increase private demand,"" he said.
""So if fiscal stimulus for the demand side of the economy is not strictly necessary then they will likely refrain from it.""
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,India central bank leaves interest rates unchanged,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
India's central bank held interest rates steady on Wednesday but left the door open for future cuts, as growth moderates in the world's fifth largest economy.
The Reserve Bank of India said the benchmark repo rate -- the short-term interest paid by the central bank on loans from commercial lenders -- will stay unchanged at 6.50 percent for the tenth meeting in a row.
Central bank governor Shaktikanta Das said the bank would remain ""unambiguously focused"" on aligning inflation with its target while still supporting growth.
""It is with a lot of effort that the inflation horse has been brought to the stable,"" he said.
""We have to be very careful about opening the gate as the horse may simply bolt again.""
Major central banks around the world have kicked off a global easing cycle in response to lower inflation -- including the US Federal Reserve, which last month brought down rates for the first time in over four years.
India's retail inflation came in at 3.65 percent in August, slightly higher than the 3.54 percent recorded in July, with both figures below the central bank's four percent target.
Analysts believe ongoing conflict in the Middle East could pose future upside risks.
The RBI's monetary policy committee did however announce a shift in its policy stance to ""neutral"" from its earlier hawkish position, laying the ground for rate cuts in future.
The central bank's decision comes after early signs of slowing economic growth.
India's growth came in at 6.7 percent in the March-June quarter, on the back of lower government spending and some economic indicators showing muted urban consumer sentiment.
While the data still placed India among the world's fastest-growing major economies, it was the slowest pace of growth in five quarters and lower than the central bank's estimate of 7.1 percent.
The International Monetary forecasts 7 percent growth in India for the 2024-25 fiscal year.
The RBI hiked rates by 2.5 percentage points between May 2022 and February 2023 and has left them unchanged since.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,Oil prices steady after sliding on potential Israel-Hezbollah ceasefire,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Oil prices steadied in Asian trading on Wednesday as traders weighed developments in the Middle East conflict against continued bearish expectations for demand.
Brent crude futures rose 22 cents, or 0.3 percent, to $77.4 a barrel by 0349 GMT. US West Texas Intermediate futures rose 14 cents to $73.71 a barrel.
Prices had plunged more than 4 percent in the previous session on a possible Hezbollah-Israel ceasefire, but markets remain wary of a potential Israeli attack on Iran's oil infrastructure.
""The everyday dilemma of 'Middle Eastern headlines' moving like a pendulum between 'ceasefire talks' and 'further escalation in attacks' has been distracting investors from reality ... Oil markets are twirled in sentiments of 'buying the rumor' and sidelining the real fundamentals that should matter,"" said Phillip Nova senior market analyst Priyanka Sachdeva in an email.
The sell-off on Tuesday followed a rally that began after Iran launched a missile barrage at Israel on Oct. 1, culminating in an 8% gain on the week on Friday, the largest in over a year.
Hezbollah officials on Tuesday appeared to back off from a truce in Gaza as a condition for a ceasefire in Lebanon. Hezbollah's deputy leader Naim Qassem said he backed attempts to secure a truce in a televised speech, the first time the end of the war in Gaza was not mentioned as a pre-condition.
On the demand front, data showed US crude oil stocks rose by nearly 11 million barrels last week, much more than analysts polled by Reuters had expected, according to market sources citing American Petroleum Institute figures on Tuesday. However, fuel stockpiles fell.
Weak demand continued to underpin the fundamental outlook. The US EIA on Tuesday downgraded its 2024 forecast for global oil demand growth by 20,000 barrels per day (bpd), to 103.1 million bpd, because of weaker industrial production and manufacturing growth in the US and China.
Concerns about a lack of further stimulus measures by Beijing to boost China's economy also capped oil market gains. Officials offered few new details at a press conference on Tuesday.
""China has a part to play as well, with a lack of new stimulus bringing some disappointment. Many market participants were hoping that its fiscal policies will follow in the footstep of the financial 'bazooka' delivered in late-September, but there was clearly a step-down in yesterday's announcement,"" said IG market strategist Yeap Jun Rong.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,China says raised 'serious concerns' with US over trade curbs,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
The United States and China on Tuesday raised concerns about trade between the world's two biggest economies, with China's commerce minister urging Washington to lift sanctions on his country's firms ""as soon as possible"".
Chinese Commerce Minister Wang Wentao's call with US Commerce Secretary Gina Raimondo was described by Beijing as ""candid, in-depth and pragmatic"".
It comes shortly after sharp US tariff hikes on Chinese electric vehicles, EV batteries and solar cells took effect -- with levies down the line on other products also recently finalised.
In addition, the United States is planning to ban the sale of connected vehicles incorporating Chinese and Russian technology, citing national security risks.
Washington has also restricted technology exports to China such as semiconductors and the machinery used to manufacture them.
On Tuesday, Wang ""focused on expressing serious concerns about US semiconductor policy on China and its restrictions on China's network-connected cars,"" said a statement from Beijing's commerce ministry.
Wang ""stressed that it is particularly necessary to clarify national security boundaries in economic and trade fields"".
That would allow for ""maintaining the security and stability of global industrial and supply chains"", the ministry said.
But a separate statement released by the US Commerce Department said Raimondo had reiterated that US national security is ""not negotiable"".
She pointed to the US government's approach of being targeted with security policy ""while leaving space for healthy trade and investment"", the statement said.
Raimondo flagged ongoing concerns as well from US businesses about China's ""decreasing regulatory transparency"", non-market policies and industrial overcapacity, the US statement added.
Meanwhile, Beijing urged Washington ""to attach importance to the specific concerns of Chinese companies, lift sanctions on Chinese companies as soon as possible, and improve the business environment for Chinese companies in the United States"".
Recent tariff hikes targeting $18 billion in Chinese goods came weeks before November's US presidential election, with both Democrats and Republicans pushing a hard line as competition between Washington and Beijing intensifies.
US President Joe Biden has largely maintained tariffs imposed by former president Donald Trump, which impacted some $300 billion in goods from China. The hikes this year affect earlier products and added ones.
The United States defends its restrictions on sensitive high-tech goods as aimed at limiting Chinese companies' access to cutting-edge equipment purchased abroad, particularly for military purposes.
China has condemned those curbs as ""protectionist"".
And on Tuesday, Wang said trade ties between the world's two largest economies ""should become the ballast of bilateral relations"".
Beijing, he said, was willing to push ""China-US economic and trade relations back on the correct track"".
The US Commerce Department noted that both sides have ""agreed to maintain an open channel of communication in the coming months"".
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,The US economy is solid: Why are voters gloomy?,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Cooling inflation, low unemployment, robust economic growth and... downbeat voters.
Despite indicators showing the US economy is moving in a healthy direction, many Americans remain pessimistic about business and job prospects -- a mood that poses a frustrating problem for Vice President Kamala Harris in her neck-and-neck race with Donald Trump for the White House.
Less than a month before November's presidential election, the US economy added around 100,000 more jobs than expected in September, saw wages grow further and inflation approach striking distance of policymakers' two percent target.
Yet, almost half the respondents of a New York Times/Siena College poll released Tuesday rated current economic conditions ""poor.""
Poll after poll has also found the economy -- particularly inflation -- to be a top voter concern by far.
While Harris has narrowed Trump's lead, polls have suggested voters favor the former president on economic issues.
Economists point to a cumulative rise in costs since the pandemic, still-high home prices and uneven job gains in explaining a seeming disconnect between data and voter sentiment.
""At the same time that they're aware that inflation has slowed, (consumers) remain frustrated by high prices,"" said Joanne Hsu of the University of Michigan.
For politicians, ""the low-hanging fruit is trying to take aim at prices that people see on a day-to-day basis,"" economist Ryan Sweet of Oxford Economics said, referring to food and gas.
""This election cycle just highlights inflation is extremely unpopular,"" he added.
""Over the last few years, consumers have gone through a period of very large price increases,"" Sweet told AFP.
""You'd have to go back to the 1970s and 1980s to see the last time that the US economy had inflation that high.""
Inflation climbed to over 14 percent in 1980.
Consumers again saw price increases soar to a painful 9.1 percent in mid-2022.
""For many voters, that's the first time they experienced (such) inflation,"" Sweet said.
While the Consumer Price Index (CPI) fell to 2.5 percent in August, Sweet said ""it's the price level that matters to the consumer"" and not inflation numbers.
The CPI for food has risen 26 percent since February 2020 during the pandemic, he noted.
The cost of gas also increased, while that of new and used vehicles are around 20 percent above 2020 levels.
Trump appears to be tapping into such sentiment.
""Inflation has devastated our economy,"" he told reporters last week.
Trump also linked last week's dockworkers strike to inflation, saying it badly hit workers.
On Sunday, he charged that ""inflation will soar"" if Harris took office and promised to ""make America affordable again.""
""Just seeing prices increase steadily over time weighs on the collective psyche, particularly for low-, mid-income households,"" said Sweet.
Voters' gloominess come despite the Congressional Budget Office finding in May that purchasing power grew across groups as incomes rose quicker than prices between 2019 and 2023.
It may be true that wages are rising faster than inflation in general, Hsu said, ""but that's not necessarily true for an individual person.""
And it's hard to shake off memories of the pandemic, said Nationwide chief economist Kathy Bostjancic.
""Those years where income fell short, household income, consumers relied more on credit cards or dipped more into their savings,"" added Bostjancic.
This means higher credit card bills and more delinquencies, especially among lower-income or younger people, adding to pressures like student loans, she added.
The pre-pandemic savings rate was over seven percent but currently stands at around five percent.
Overall hiring numbers also mask large variations across industries, said ZipRecruiter chief economist Julia Pollak.
Job growth has been concentrated in a few industries, with basically all jobs added recently going towards sectors that ""only account for 48 percent of employment,"" she added.
The other half of US workers have seen ""unusually slow growth in their industries,"" Pollak said, with hiring sluggish outside sectors like government, health care, and leisure and hospitality.
Although workers had 17 months of positive real wage growth, they experienced a longer period of negative growth previously.
""There are many workers who still feel like their wages need to catch up,"" she said.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,Foxconn to build world’s largest ‘superchip’ plant,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Taiwanese tech giant Foxconn said on Tuesday it is building the world's largest production plant for US hardware leader Nvidia's GB200 ""superchips"" that power artificial intelligence servers.
Foxconn, also known by its official name Hon Hai Precision Industry, is the world's biggest contract electronics manufacturer and assembles devices for major tech companies, including Apple.
Ambitious to expand beyond electronics assembly, it has been pushing into areas ranging from electric vehicles to semiconductors and servers.
""We're building the largest GB200 production facility on the planet,"" senior executive Benjamin Ting said at the company's annual ""Hon Hai Tech Day"".
""I don't think I can say where now, but it's the largest on the planet,"" said Ting, Foxconn's senior vice president for the cloud enterprise solutions business.
Chairman Young Liu said while opening the two-day event that Foxconn would be ""the first to ship these superchips"".
Liu later told reporters the new plant was in Mexico.
Unlike its rivals Intel, Micron and Texas Instruments, Nvidia does not manufacture its own chips but uses subcontractors.
Foxconn also unveiled new electric vehicle prototypes at the tech day -- a seven-seater lifestyle multipurpose utility vehicle and a 21-seater bus.
It plans to do with electric vehicles what it did for gadgets -- become a go-to contract builder.
Foxconn announced last year that it would team up with Nvidia to create ""AI factories"" -- powerful data-processing centres that would drive the production of next-generation products.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,Concord Entertainment signs partnership deal with US-Bangla Airlines,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Entertainment Industry giant Concord Entertainment Co Ltd, Bangladesh and leading airline service provider US-Bangla Airlines recently signed a yearlong strategic cooperation agreement to further enhance tourists' experience in the parks and properties.
Anup Kumar Sarker, chief marketing officer of Concord Group, and Md Shafiqul Islam, head of marketing and sales at the airline, penned the deal in the capital, according to a press release.
Under the agreement, Concord Entertainment will offer a range of discount facilities and also arrange special promotional activities for US Bangla customers in their theme parks and hotels.
The airline's customers will get a certain percentage discount at Concord Entertainment Company's parks and resorts round the year by showing their boarding passes at theme parks and resort ticket counters.
The collaboration will promote the integration of the amusement/theme park industry and aviation industry and reinforce both companies' commitment to growing in Bangladesh, reflecting their long-term dedication to the Bangladesh market, the press release added.
Uzzal Kumer Basak, deputy general manager for marketing of Concord Entertainment Company, Md Jamal Hossain, senior manager for marketing, and Nur Samin Yasar Shoupal, coordinator of US-Bangla Airlines, were also present.
Concord Entertainment Company operates two theme/amusement parks, the Fantasy Kingdom and Foy's Lake; two water parks, Water Kingdom and Sea World; two resorts, Resort Atlantis and Foy's Lake Resort; one go-kart track, Xtreme Racing, and one adventure park, Foy's Lake Basecamp. It has seen more than 2.5 million visitors to its parks every year.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,"realme 12 launched, setting a new benchmark for speed & affordability","Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Smartphone brand ""realme"" recently unveiled its latest handset, named ""realme 12"", in the Bangladesh market.
Featuring supervooc fast charging, fluid performance and photographic prowess, the new device sets standards in the mid-range segment with its 'Born for Speed' philosophy, said a press release.
At the core of the realme 12 is the Qualcomm Snapdragon chipset, a powerhouse designed to boost the mid-range experience.
Customers can pre-order the realme 12's 8GB RAM + 8GB dynamic RAM and 256GB ROM version at Tk 29,999.
Pre-ordering customers can avail of grand prizes, including Tk 1 lakh as the first prize, while the second prize is Tk 50,000.
Additionally, users can enjoy a special ""Buy 1– Get 1 Free"" offer, making the deal even more enticing.
Moreover, customers can avail of exciting prizes by pre-ordering the phone on Pickaboo as well.
The 67W supervooc charging on realme 12 can rival some of its competitors.
The device can reach from zero percent to 50 percent charge in only 19 minutes, which is a game-changer for users constantly on the move. Even a brief 5-minute charge delivers an 18 percent boost, the press release added.
The 5000mAh battery and realme's advanced 2:1 dual charge pump technology maximise both charging efficiency and safety for a reliable user experience.
With a display born to dazzle, its brilliant 6.67-inch 120Hz ultra-smooth AMOLED display boasts 2000 nit peak brightness and features innovative technologies like rainwater smart touch and AI protective film touch for optimal responsiveness in any condition.
Complementing its visual experience, a pair of dual stereo speakers with hi-res audio certification delivers rich, immersive sound, elevating entertainment and communication.
The handset reimagines what is possible in mid-range smartphone photography with its 50MP Sony LYT-600 main camera, equipped with optical image stabilisation (OIS), combined with the high-quality Sony sensor, delivers superior image quality across various scenarios, especially in low-light conditions.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,MetLife signs deal with IDLC Asset Management,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
MetLife Bangladesh recently signed an agreement with IDLC Asset Management Limited, a subsidiary of IDLC Finance PLC.
Ala Uddin, deputy managing director and chief financial officer of the life insurer, and Kazi Mashook ul Haq, managing director of IDLC Asset Management Ltd, penned the deal at the latter's head office in the capital's Motijheel, according to a press release.
""Our focus on long-term and fundamentally sound investments aligns well with MetLife's objectives of offering stable and secure financial solutions to its customers,"" Haq said.
Under this agreement, IDLC Asset Management will manage equity or stock market investments for a newly launched insurance solution, titled ""Endowment Growth"" by MetLife Bangladesh.
This partnership will enable the life insurer's customers to avail themselves of higher financial benefits from their insurance policies.
M Jamal Uddin, managing director and CEO of IDLC Finance PLC, and Ala Ahmad, chief executive officer of MetLife Bangladesh, attended the signing ceremony.
""This partnership between IDLC Asset Management and MetLife Bangladesh is a testament to our group's commitment to creating value for clients through prudent investment strategies,"" said Jamal Uddin.
""By combining our expertise in asset management with MetLife's insurance offerings, we are confident in delivering long-term growth and enhanced financial security for their policyholders.""
""We are delighted to partner with IDLC Asset Management as this will promote innovation in the market and provide enhanced financial protection for customers,"" Ahmad said.
Key representatives from both the companies, among others, were also present.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,Mastercard holds tech conference,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Mastercard recently organised ""Mastercard Tech Conference Q4, 2024"" at a hotel in the capital with the participation of officials from various banks and non-bank financial institutions.
Zakia Sultana and Sohail Alim, directors at Mastercard Bangladesh, inaugurated the session, Mastercard said in a press release.
Munish Jairath, director of Technology Account Management for South East Asia at Mastercard, led the conference.
Among others, Vageesh Raghavendra, manager of Technology Account Management for South East Asia at Mastercard, and Md Mohibul Islam, consultant (Market Delivery) at Mastercard, were also present.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,"H&M, Bangladeshi Chorka team up to pilot sustainable textile production","Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Swedish retail giant H&M Group has partnered with Chorka Textile Ltd in Bangladesh to pilot new technologies to significantly reduce water, energy and chemical consumption in textile production.
The initiative involves European Plan Zero members Revozona AG, Imogo AB, and Pluvia, whose technologies will be assessed together for the first time under one roof, according to a statement from H&M.
The goal is to evaluate the combined potential of these technologies to make production processes more sustainable.
This partnership is crucial for finding scalable climate solutions, according to Ziaur Rahman, country manager of H&M Bangladesh.
He said the partnership supports the multinational retail brand's goals of cutting greenhouse gas emissions by 56 percent and reducing freshwater extraction and consumption by 30 percent across its supply chain by 2030.
Rahman said electrification is key to systemic solutions in the industry, but it requires a reliable grid infrastructure. Engaging stakeholders is essential to ensure the success of such transitions, he added.
Gérard J. Peters, global coordinator of Plan Zero, described the initiative as a catalyst for sustainable transformation in the textile sector.
He noted that combining innovative technologies will help reduce environmental impacts and align fashion with sustainability.
Ahsan Khan Chowdhury, Chairman & CEO of Pran RFL Group, which owns Chorka Textile, highlighted that environmental concerns are vital in densely populated Bangladesh.
He affirmed that partnering with H&M would allow both companies to implement global best practices in sustainability, benefiting not only Bangladesh but the world.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,ShareTrip wins ‘Leading Online Travel Agency’ award,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
ShareTrip, a travel and lifestyle platform in Bangladesh, was honoured ""Leading Online Travel Agency"" for the company's commitment to innovation and excellence in the travel industry at the Travel, Tourism, and Hospitality Awards 2024.
Jointly organised by Prime Bank and The Bangladesh Monitor, the award winners were selected from 184 entries by a jury of professionals and leaders from various sectors, along with over 108,000 online public votes cast across different categories, according to a press release.
Mofassal Aziz, head of brand communication, media and public relations division at ShareTrip, received the award at the function held at the InterContinental Dhaka in the capital recently.
Sadia Haque, co-founder and CEO of ShareTrip, expressed her gratitude, stating: ""This award speaks volumes about the love and trust our customers place in us. It drives us to continue innovating and creating better travel experiences for all.""
With this recognition, ShareTrip reinforces its position as a trailblazer in the travel tech space, offering cutting-edge solutions that redefine travel for its rapidly expanding community.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,"Tourism experts, businesspeople present roadmap for recovery","Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Experts and businesspeople of the tourism industry in Bangladesh have prepared a roadmap for the sector's recovery and urged the government for a comprehensive crisis management plan to this end.
They put forward their plan during a seminar, styled ""Roadmap for Tourism Recovery: Present Bangladesh Context"", at the Sheraton Dhaka in the capital's Banani on Sunday.
The event was organised by The Bangladesh Monitor, a publication on travel and trade services in the country, according to a press release.
At the seminar, industry experts suggested a number of measures, including launching e-visa systems, ensuring travellers safety, undertaking public relations efforts, attending international fairs, appointing tourism officials at foreign missions, and so on.
Addressing the seminar, Peter A Semone, chairman of the Pacific Asia Travel Association (PATA), assured they would provide full cooperation if the Bangladesh government seeks their support in this regard.
He further stressed the necessity of establishing visa free entry for the country's top tourist generating source markets.
Syed Ghulam Qadir, general secretary of the World Tourism Network Bangladesh Chapter, presented the keynote paper.
He said building the country's image as an ideal destination to visit is key for increasing the number of tourist arrivals.
Qadir noted that the hotel occupancy rate in Bangladesh stands at just 30-35 percent, with many international bookings remaining cancelled.
Kazi Wahidul Alam, editor of The Bangladesh Monitor, moderated the session.
Among others, Md Rafeuzzaman, president of the Tour Operators Association of Bangladesh, Masud Hossain, managing director of Bengal Tours, Taufiq Rahman, chief executive officer of Journey Plus, and Md Shakawath Hossain, CEO of Unique Hotel and Resorts, also spoke.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,Hasan Tarek made CEO of Eastern Insurance Company,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Hasan Tarek has joined Eastern Insurance Company Ltd as its chief executive officer effective from October 1 this year.
ASM Waheeduzzaman, chairman of the insurer, greeted Tarek with a bouquet, the insurer said in a press release.
Waheeduzzaman conveyed their heartiest congratulations to the insurer's new CEO.
Tarek's appointment had been approved by the Insurance Development and Regulatory Authority on October 1.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,Potato price shoots up,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
The price of potatoes has begun an upward climb in the market. Last week retail was selling at Tk 50 to Tk 55 per kg but on Monday old potato price increased by Tk 25-30 per kg.
Wholesale price of old potatoes was Tk 47-48 per kg last week but on Monday it was Tk 68. The price of new potatoes has also increased.
Several shops in Karwan Bazaar were visited to find that retail price of old potatoes stood at Tk 80 per kg on Monday.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,92 thousand crores or more siphoned out in 15 years?,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Based on the compilation of media reports on bank scams between 2008 and 2023, CPD said as much as 92 thousand crores of taka have been siphoned out of the banking sector in the last fifteen years. Do the numbers add up to the irregularities that took place during this time? Find more on today's Star Newsbytes
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,Is Bangladesh going towards a deep economic crisis?,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
The political unrest and the garment workers' agitation in the apparel sector have started to take a toll on the economy that has already been struggling for skyrocketing inflation, a depleting dollar stockpile, slowing exports and decelerating private sector activities.
How will the ailing economy be impacted by the blockades? How can Bangladesh avoid the economic crisis to deepen further? What do economists and business leaders think about these?
Today's Star News Plus will answer the questions.

দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,Who will benefit from WTO's duty benefit extension?,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
The World Trade Organisation (WTO) yesterday announced extending the time period of duty- and quota-free benefit for the least developing countries to ensure their smooth graduation to the developing nation category.
How important is the duty-free benefit for Bangladesh? How will the duty-free benefit affect Bangladesh's exports? Did Bangladesh play any role which encouraged WTO to take such a decision?
In today's Straight from Star Newsroom, Khondoker Md Shoyeb discussed the WTO's duty extension with The Daily Star Reporter Refayet Ullah Mirdha.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,"How can Bangladesh resolve economic, political problems?","Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
Bangladesh is facing huge pressure on its major macroeconomic indicators at a time when its foreign exchange reserves continue depleting. Meanwhile, the upcoming national election has created a tense situation in the political scenario.
Why is Bangladesh facing economic problems? Why did the country fail to follow the IMF's loan conditions? What are the remedies?
Prof Rashed Al Mahmud Titumir, chairman of the Development Studies Department of Dhaka University, discusses the issues in today's Star Connects with The Daily Star Reporter Ahsan Habib
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
business,UCB signs banking service deal with Gono Bishwabidyalay,"Interim govt struggling on many fronts
Accolade for business icons
Death of Renu in mob beating: 1 sentenced to death, 4 life imprisonment
Banks asked to freeze accounts of Abul Hasanat Abdullah, family members
United Commercial Bank (UCB) PLC yesterday signed a memorandum of understanding (MoU) with Gono Bishwabidyalay to provide the university with a range of banking services, including tuition fee collection and other facilities.
Mohammad Mamdudur Rashid, managing director and CEO of the bank, and Prof Md Abul Hossain, vice-chancellor of Gono Bishwabidyalay, penned the MoU at the bank's corporate office in Dhaka, according to a press release.
Nabil Mustafizur Rahman and ATM Tahmiduzzaman, additional managing directors of UCB, and Md Sekander-E-Azam, senior executive vice-president and head of transaction banking, were present.
Prof Md Serajul Islam, treasurer of Gono Bishwabidyalay, Abu Muhammad Mukammel, registrar (in-charge), and Mohammad Abdul Kader, director (finance and accounts), along with other senior officials from both the institutions were also present.
দক্ষিণ কোরিয়ার লেখক হান ক্যাং এ বছর সাহিত্যে নোবেল পুরস্কার পেয়েছেন।"
